url,title,start_date,days,money,who,pois
/travels/shanghai2/3026281.html,点亮奇梦  乐游童话王国, 20160618,1天, ￥650,亲子,上海/欢乐谷/锦江乐园
/travels/shanghai2/1560853.html,走进魔都，感受不一样的上海, 20130801,6天, ￥100,一个人,朱家角古镇景区/放生桥/课植园/北大街/朱家角河源/朱家角城隍庙/开心巧克力馆/外滩/豫园/外白渡桥/浦东图书馆/世博源/喜马拉雅中心/1933老场坊/M50创意园/莫干山路涂鸦墙/佘山国家森林公园/佘山天主教堂
/travels/shanghai2/1816039.html,浮生若梦, 20130501,3天, ￥3000,情侣,外滩/田子坊/上海/豫园/南京路步行街/东方明珠/淮海路/1933老场坊/新天地/雅舍宾馆
/travels/shanghai2/1578243.html,我眼中的上海, 20130401,4天, ￥500,情侣,上海/陆家嘴/上海环球金融中心/陆家嘴中心绿地/田子坊/南京路步行街/外滩/人民英雄纪念碑/陈毅广场/外白渡桥/延安路高架/广场公园/上海辰山植物园/朱家角古镇景区/上海
/travels/shanghaidisneyresort1446916/3503569.html,玲妈呕心沥血之作：上海迪士尼最全最完整攻略，超详细干货, 20170702,2天, ￥1500,亲子,上海
/travels/shanghai2/1580351.html,华东九天（杭州西塘上海南京）--女汉子个人游, 20130901,9天, ,一个人,杭州/上海/新安江/西湖/白堤/苏堤/杨公堤/西塘/水木印象/南京/烟雨长廊/人民广场/外滩/豫园/和平饭店/田子坊/复旦大学/上海博物馆/总统府/夫子庙/南京图书馆/南京大屠杀遇难同胞纪念馆/南京大学/鸡鸣寺/玄武湖/雷峰塔
/travels/shanghai2/1913393.html,★上海 杭州 西塘 苏州 周庄★在江南风光里晃荡行走（超强图文攻略）, 20140718,9天, ￥4000,和父母,上海/磁悬浮列车/上海宾家国际青年旅舍/苏州/南京路步行街/豫园/南园/上海环球金融中心/外滩/苏州河/外白渡桥/杭州/清河坊街/吴山广场/西湖/吴山天风/南湖/三潭印月/太子湾公园/雷峰塔/西塘/乡浓驿站/观前街/玄妙观/留园/拙政园/狮子林/虎丘/山塘街/周庄/双桥/沈宅
/travels/shanghai2/1937434.html,【原创】来上海旅游，我才不会带你去城隍庙。, 20140808,3天, ￥400,和朋友,上海/泰晤士小镇/上海影视乐园/田子坊/新天地/武康路/上海交通大学/外滩/东方明珠/苏州河/外白渡桥/淮海路/徐家汇天主教堂
/travels/shanghai2/1773146.html,两日上海，隐享石库门曼妙时光, ,, ,,上海/新天地/淮海路/上海新天地朗廷酒店/客堂间/太平湖/东方明珠
/travels/shanghai2/3457234.html,天海盛宴，畅享九州初夏, 20170510,7天, ￥6000,亲子,上海/红坊/外滩/上海博物馆/东方明珠/苏州河/浦江饭店
/travels/shanghai2/1561349.html,曾经的回忆--上海, 20130801,5天, ,一个人,豫园/外滩/外白渡桥/奉贤碧海金沙/世纪公园/吴淞炮台湾湿地/佘山国家森林公园/上海世博会纪念展/上海鲜花港/乌镇/上海青浦真人CS基地联盟
/travels/shanghai2/1936878.html,『溋』 忆江南，愿始终如今日般美好。, 20140504,8天, ￥3000,和朋友,周庄/甪直/西塘/同里/盛泽/上海/朱家角/苏州/杭州/田子坊/甜爱路/外滩/苏州博物馆/观前街/西湖/东方明珠/徐家汇天主教堂/鲁迅公园/课植园/放生桥/大清邮局/同里未知咖啡概念客栈/家美138/拙政园/山塘街/狮子林/金鸡湖/苏堤/阳澄湖/平湖秋月/柳浪闻莺/曲院风荷/白堤
/travels/shanghai2/3344739.html,上海——很感谢你来过，不遗憾你离开。, 20161209,3天, ￥2000,情侣,上海/滴水湖/磁悬浮列车/上海知青时代精品酒店/人民广场/南京路步行街/田子坊/和平饭店/外滩/东方明珠/1933老场坊/豫园/老城隍庙/沉香阁/浦江游览/上海音乐厅/七宝老街/北大街
/travels/xitang15/1885755.html,烟花三月下江南，一个人的西塘-上海游记, 20140307,5天, ￥3500,一个人,上海/西塘/新天地/豫园/中山公园/人民广场/东方明珠/外滩/烟雨长廊/永宁桥/卧龙桥/外白渡桥/苏州河/南京路步行街/田子坊
/travels/shanghai2/1558988.html,江南STYLE大环游, 20130605,14天, ,和朋友,磁浮列车/外滩/南京路步行街/豫园/南翔馒头店(豫园路店)/新天地/南京路步行街/在路上/陆家嘴中心绿地/南京路步行街/外滩/火车上/惠山古镇/翠山人家惠泉酒坊/勤德兴馄饨店(湖滨路店)/灵山胜境/忆秦园小笼包(惠山古镇店)/惠山古镇/某鸭血粉丝店/无锡车站/虎丘/虎丘路婚纱一条街/观前街商圈/松鹤楼(观前店)/石公山/中国藏獒观赏园
/travels/paris308/3505992.html,跟着三姐去撒野——巴黎往事, 20140728,30天, ,亲子,普罗旺斯/巴黎/法国/昂热/里昂/图卢兹/依云/马赛/卡尔卡松/卡尔卡松城堡/阿维尼翁/奥朗日/索村/Bonne/艺术桥/塞纳河/巴黎圣母院/卢浮宫/奥赛博物馆/圣心教堂/Rue/大教堂/罗丹美术馆/Mus/军事博物馆/广场公园/埃菲尔铁塔/红磨坊/爱墙/凯旋门/卢森堡公园/Jade/上海/河内/Hotel Residence Des Arts/雷斯当斯艺术酒店/巴黎洲际大酒店/雅典娜广场酒店/里昂维斯假日酒店/协和广场
/travels/shanghai2/1660355.html,吃货人妻得瑟逛吃游上海、舟山, 20130901,5天, ,和朋友,实用信息/泰晤士小镇/田子坊/武康路/城隍庙旅游区/外滩/全聚德烤鸭店(上海浦东店)/普陀山风景区/朱家尖风景区/沙雕节
/travels/suzhou11/2130760.html,小白实操帖-上海、杭州、苏州、无锡、扬州、南京18天带老人游记, 20140903,18天, ￥5000,和父母,城隍庙旅游区/外滩3号/东方明珠/雷峰塔/西湖游船/绍兴火车站/鲁迅故里景区/乌镇/虎丘路婚纱一条街/拙政园/苏州博物馆/虎丘/山塘古街/沃姆酒店（苏州石路山塘街店）/薛家花园/鼋头渚/瘦西湖/何园/东关古渡/南京大学/美龄宫/明孝陵/中华门瓮城/夫子庙秦淮河风光带/南京
/travels/shanghai2/2217336.html,这就是【上海】, 20140209,5天, ￥1300,一个人,上海/外滩/静安寺/上海老街/东方明珠/田子坊/磁悬浮列车/中山公园/人民广场/上海植物园/崇明/淮海路/新天地/浦江游览/上海环球金融中心/滨江大道/南京路步行街/和平饭店/上海邮政博物馆/外白渡桥/苏州河/豫园/福佑路/老城隍庙/上海博物馆/上海大剧院/人民公园/欢乐谷/复兴公园/鲁迅公园/鲁迅故居/1933老场坊/威斯汀大饭店/星程
/travels/shanghai2/1658764.html,阿拉，上海之旅, 20131219,4天, ,,首都机场/上海绿地公馆/城隍庙旅游区/南翔馒头店/动漫馆/外滩/老西门/南京路步行街/外滩/黄浦江/陆家浜/田子坊/鹿港小镇/人民广场/虹桥机场
/travels/lhasa36/3313349.html,西藏往西，山南向南！三十岁正青春，万里自驾横穿中国, 20160830,51天, ￥15000,和朋友,西藏/阿里/山南/重庆/成都/安庆/格林豪泰/武汉/成都云徒青年旅舍/青海湖/格尔木/那曲/拉萨/那曲永成大酒店/普莫雍错/康马/江孜/卡若拉冰川/浪卡子/洛扎/措美/拉姆拉错/日喀则/拉孜/珠峰大本营/萨嘎/玛旁雍错/冈仁波齐/古格王国遗址/拉昂错/普兰/波密/八宿/芒康/新都桥/林芝/加查/曲松/赛卡古托寺/樟木口岸/定日/吉隆/甘丹寺/上海/人民广场/古德寺/清真寺/昙华林/汉口江滩/锦里/宽窄巷子/昆仑山口/唐古拉山口/纳木错/布达拉宫/大昭寺/罗布林卡/桑耶寺/雍布拉康/聂拉木/希夏邦马峰/仲巴/纳木那尼峰/工布江达/色季拉山/然乌湖/塔公草原/康定/贡嘎/二郎山
/travels/shanghai2/2350847.html,上海，那些鲜为人知的另一面！, ,, ,,上海/东滩湿地公园/上海影视乐园/醉白池/泰晤士小镇/钟书阁/钢雕公园/吴淞炮台湾湿地森林公园/川沙老街/嘉定北/嘉定南/南翔古镇/五角场/龙华寺/龙华烈士陵园/龙华滨江
/travels/shanghai2/2127936.html,【加游站】与上海近郊来一场度假盛宴—衡山北郊宾馆, 20141001,3天, ￥1000,和朋友,崇明/上海/上海衡山北郊宾馆/顾村公园/闻道园/上海玻璃博物馆
/travels/shanghai2/1564936.html,公馆那些事儿——乱逛上海“洋人街”, 20130301,3天, ,和朋友,上海国际饭店/上海1号私藏菜 卢湾店 Shanghai NO 1 Restaurant/人民广场/上海衡山马勒别墅饭店/淮海路商业街/思南路/豫园/陕西南路
/travels/hangzhou14/2390635.html,毕业旅行并非青春专属，带上家人去远行！, 20150601,6天, ￥1000,和父母,上海/杭州/上海科技馆/豫园/田子坊/上海野生动物园/上海自然博物馆/静安寺/外滩/外白渡桥/东方明珠/世纪公园/九曲桥/秋霞圃/1933老场坊/静安雕塑公园/华山路/上海图书馆/九溪烟树/钱塘江/西湖/灵隐寺/梅家坞/飞来峰/曲院风荷/岳庙
/travels/shanghai2/2109436.html,给你一个不一样的上海---记五天四晚暴走魔都, 20141003,5天, ￥1700,和朋友,上海/崇明/外滩/老码头/豫园/上海博物馆/南京路步行街/淮海路/田子坊/新天地/东方明珠/世纪公园/上海科技馆/欢乐谷/朱家角/顾村公园/崇明岛/张爱玲故居/鲁迅故居/武康庭/中山公园/长乐路/东台路古玩街/人民广场/静安寺/外白渡桥/黄浦公园/苏州河/陈毅广场/城隍庙旅游区/和平饭店/滨江大道/浦江游览/上海海洋水族馆/泰晤士小镇/复旦大学/思南路/中共“一大”会址/陈逸飞工作室旧址/上海琉璃艺术博物馆/周公馆/老城隍庙/九曲桥/古漪园/秋霞圃/福佑路/吴江路/艾福敦酒店/龙华寺/东昌路渡口/上海杜莎夫人蜡像馆/上海城市规划展示馆/上海老街/上海音乐厅/武康路/格林豪泰/锦江之星/船长青年/淮海公园/金陵东路渡口/锦江乐园/上海动物园
/travels/xiamen21/1625894.html,多多去小岛之目录, 20151201,14天, ￥5000,亲子,马尔代夫/上海/杭州/上海/三亚/冲绳/普吉岛/香港/无锡/苏州/厦门/香港/北京/东京
/travels/zhejiang100065/1681073.html,最忆是江南——细数那些温婉水乡, 20100214,1天, ,,西栅/西塘古镇/朱家角古镇景区/金泽镇/枫泾古镇/新场古镇/同里古镇/南浔古镇/安昌古镇/诸葛八卦村
/travels/chongming571/1364465.html,韦金勇：2013年上海崇明21景点旅游交通攻略, ,1天, ,一个人,崇明/崇明岛/西沙湿地公园/崇明岛国家地质公园/瀛洲公园/寿安寺/前卫生态村/瀛东村/根宝足球基地
/travels/zhujiajiao176/1483293.html,小桥流水，秋意浓浓朱家角, ,, ,,朱家角/上海/课植园/圆津禅院/城隍庙/大清邮局/放生桥/淀山湖
/travels/shanghai2/1893036.html,玥游越乐 - 好吃好玩上海科技馆一日游, 20140712,1天, ￥120,亲子,上海科技馆/前期准备/温暖的家/地铁一号线莘庄站/地铁一号线人民广场站/午餐/大门/BF/1F/2F/3F
/travels/shanghai2/1836772.html,上海二日休闲游, 20130928,2天, ￥300,和朋友,上海/新场古镇/田子坊/芦潮港/东昌路渡口/上海体育场/上海环球金融中心
/travels/shanghai2/1611586.html,魔都暴走之二：游走在魔都的雨季里, 20130501,2天, ,一个人,人民广场/南京路步行街/南京东路/外滩/黄浦江/外滩金融广场/福州路/江西中路/豫园/南翔馒头店/田子坊/七宝古镇
/travels/wuzhen508/1831348.html,行摄浙江-乌镇、西湖、横店、普陀山, 20140405,4天, ￥1000,和朋友,朱家角/乌镇/西湖/普陀山/杭州/横店/放生桥/东栅/西栅/白堤/苏堤/杨公堤/雷峰塔/保俶塔/吴山夜市/横店影视城/屏岩洞府/大智禅寺/明清民居博览城/华夏文化园/法雨寺/慧济寺/紫竹林
/travels/shanghai2/1885358.html,恋上一座城, ,, ,,M50创意园/长乐路/上海老船长青年酒店福州路外滩店/城隍庙旅游区/城隍庙小吃/豫园/金茂大厦/1933老场坊/田子坊/徐汇滨江绿地/船长酒吧/上海科技馆/静安寺/新天地/老码头/上海欢乐谷景区/虹泉路/外滩
/travels/shanghai2/2224135.html,秋意浓，江风动，海上行！, 20141008,3天, ￥1000,和朋友,外滩/徐家汇天主教堂/上海/东方明珠/人民广场/南京路步行街/浦江游览/中共“一大”会址/新天地/老城隍庙/城隍庙旅游区/豫园/M50创意园/苏州河
/travels/shanghai2/1576949.html,夏末游上海—从城市到郊外, 20131001,2天, ,和朋友,老盛昌苏州汤包馆 国定路店/复旦大学/斗牛士五角场杨浦店(五角场店)/东方明珠/奔驰文化中心/上海南汇嘴智选假日酒店/滴水湖/上海海事大学/上海海事大学饮食店/东海大桥/洋山深水港/芦潮港/茶矿(金桥路)/乔家栅小吃世界（金桥店）
/travels/yangshuo702/1818510.html,我和麻麻的桂林阳朔之旅, 20140506,4天, ￥1500,和父母,桂林/阳朔/香江大饭店/两江四湖/日月双塔/上海/象山公园/漓江/芦笛岩/银子岩/伏波山/叠彩山/冠岩/杨堤/龙脊梯田/象山景区/独秀峰/九马画山/下龙/兴坪古镇/吉安里/西街/遇龙河/遇龙河漂流/富里桥/遇龙桥/工农桥/大榕树/图腾古道/鉴山寺/聚龙潭/月亮山/荔浦/凌云旅馆
/travels/xiamen21/1932585.html,【旅行必备】史上最全的全国青年旅舍汇总, ,, ,,丽江在路上国际青年旅舍/上海/丽江/泸沽湖/丽江古城/丽江束河K2国际青年旅舍/束河古镇/丽江泸沽湖湖思茶屋国际青年旅舍/宁蒗/束河豆米国际青年旅舍/大榕树/虎跳峡/基督教堂/梦之旅国际青年旅舍/西街/北京/文庙/驴友之家/西海/南京夫子庙国际青年旅舍/夫子庙/南京/中华门/南京瞻园国际青年旅舍/瞻园/总统府/雍园宾馆/西郊宾馆/鼓楼/背包客栈/老班长国际青年旅舍/桂林/花满楼国际青年旅舍/阳朔/十里画廊/龙胜金坑国际青年旅舍/龙胜/龙脊梯田/龙胜龙脊国际青年旅舍/漓江酒店/老地方国际青年旅舍/桂花巷青年/阳朔海知己国际青年旅舍/桂林瓦当青年旅舍/阳光客栈/青年宫/雍和宫/北京和园国际青年旅舍/南锣鼓巷/朝阳/北京鼓韵青年旅舍/瑞海姆田园度假村/兴安/北大街/昌平/工人体育场/通州/人民广场/上海苏州河畔国际青年旅舍/上海老西门国际青年旅舍/外滩/船长青年/起点青年
/travels/shanghai2/1819952.html,上海西南水乡游，美景美食任你选。, 20140526,1天, ￥200,一个人,上海/枫泾古镇/锦江乐园/北大街
/travels/shanghai2/1630935.html,小草民多多的幸福生活第二季 妈妈，天气这么冷，我们去哪儿？上海室内好去处, 20131201,5天, ￥100,亲子,环贸iapm/金牌外婆家/Apple专卖店/宜家家居(上海徐汇商场店)/玩具反斗城/环球港/赛标超级体育世家/环球港六楼文化体验区
/travels/shanghai2/1620259.html,我的旅行.苏州.上海, 20131201,3天, ,一个人,金鸡湖李工堤/月光八号酒吧/月光码头/翰尔自助餐/苏州阊门/山塘古街/1933老场坊/上海万豪公寓酒店/浦江游览/田子坊/泰晤士小镇/心灵书社/泰晤士小镇.教堂
/travels/shanghai2/3437141.html,大脚小脚走江湖---宝宝的第三次旅行--江南-邮轮日本-上海, 20170410,15天, ￥6000,亲子,上海/镇江/无锡/苏州/蠡园/鼋头渚/留园/人民广场/日本/美豪酒店/南长街/清名桥/南禅寺/太湖仙岛/树屋/湖滨饭店/金鸡湖/文化街/凯莱酒店/拙政园/山塘街/长崎/平和公园/中华街/神户/福冈/福冈塔/京都/奈良/上海野生动物园/外滩
/travels/shanghai2/2311980.html,印象上海：精简短途游体验上海滩, 20150311,3天, ￥700,一个人,上海/磁悬浮列车/上海锦江饭店/上海和平饭店/上海北外滩东信酒店/东方明珠/上海环球金融中心/欢乐谷/世纪公园/外滩/1933老场坊/徐家汇天主教堂/苏州河
/travels/shanghai2/1660889.html,上海环球金融中心一日游 全方位解析上海第一高, 20131130,1天, ￥145,一个人,上海环球金融中心/上海环球金融中心入口/上海环球金融中心电梯层/上海环球金融中心97层观光厅/上海环球金融中心100层观光厅/上海环球金融中心商场
/travels/shanghai2/2058361.html,一场说走就走的亲子行，上海！, 20140911,5天, ￥3000,亲子,上海/外滩/田子坊/思南路/周公馆/南京路步行街/东方明珠/和平饭店/上海科技馆/上海野生动物园/上海琉璃艺术博物馆/淮海路/泰晤士小镇/七宝老街/1933老场坊/新场古镇
/travels/shanghai2/1777938.html,母子二人自由行-南京、上海、杭州走走停停（200多张图全纪录）, ,, ,,南京火车南站/夫子庙秦淮河风光带/水游城/中山陵园风景区/南京总统府/南京博物院/人民广场/东方明珠/上海月亮船（原世博会沙特馆）/中华艺术宫/杭州外婆家/清河坊街/岳王庙景区/雷峰塔/西湖
/travels/shanghai2/1557252.html,【上海】美景美食文化的小资之旅, 20130501,5天, ,一个人,淮海路/第一食品商店/甜爱路/多伦路文化名人街/静安别墅/七宝镇/思南路/豫园/张爱玲故居/毛泽东旧居/田子坊/卷耳猫咖啡馆
/travels/shanghai2/1705653.html,【江南行】4/4——上海：惊鸿一瞥叹匆匆（微）, 20131201,4天, ,和朋友,南京路步行街/外滩/东方明珠/外白渡桥/如家快捷酒店（上海世博西藏南路地铁站店）/西藏南路/人民路/陆家嘴/南京路步行街/外滩/上海老街/大韩民国临时政府旧址/淮海路
/travels/shanghai2/1712689.html,2014年 从旅行开始 ——迷情上海, 20140201,3天, ,和朋友,上海/外滩/淮海路/田子坊/豫园/东方明珠/上海环球金融中心/新天地/九曲桥/南京路步行街
/travels/suzhou11/2464754.html,【梦游江南】半壕春水一城花，烟雨暗千家。, 20150718,15天, ￥5500,一个人,杭州/西湖/上海/方塔公园/龙美术馆西岸馆/外滩/外白渡桥/上海辰山植物园/上海博物馆/苏州/拙政园/留园/网师园/苏州博物馆/木渎古镇/南京/中山陵/总统府/南京博物院/狮子桥美食街/余杭/秋雪庵/泊庵/梅竹山庄/西溪草堂/古戏台/烟水渔庄/周家村/白堤/苏堤/杨公堤/南湖/雷峰塔/保俶塔/长桥/茅家埠/鼓楼/柳浪闻莺/曲院风荷/平湖秋月/断桥残雪/花港观鱼/双峰插云/云栖竹径/满陇桂雨/龙井问茶/九溪烟树/吴山广场/天妃宫/方塔/松江/人民广场/静安寺/华山路/苏州河/黄浦公园/大观园/南园/狮子林/虎丘/唐寅园/山塘街/观前街/南林饭店/十全街/盘门/苏州乐园/艺圃/西园/石公山/定园/金鸡湖/平江路历史街区/小桥人家/灵岩山/严家花园/榜眼府第/虹饮山房/天平山/明孝陵/音乐台/流徽榭/中山书院/中华门/夫子庙/南京大学/复旦大学/鸡鸣寺
/travels/xiamen21/2825404.html,和孩子一起去享受旅行（2015年7月14日到7月20日上海、厦门、杭州）, ,7天, ￥1600,亲子,上海/上海科技馆/黄浦江/如家快捷酒店（上海人民广场福州路上海书城店）/上海/如家快捷酒店（思明南路厦门大学店）（原成功大道厦大.../厦门鼓浪屿/厦门/厦门鼓浪屿泉州路/厦门鼓浪屿/如家快捷酒店（思明南路厦门大学店）（原成功大道厦大.../南普陀寺放生池/厦门大学/白城沙滩/如家快捷酒店（思明南路厦门大学店）（原成功大道厦大.../厦门园林植物园/杭州西湖/如家快捷酒店（杭州西湖延安路龙翔地铁站店）/杭州西湖
/travels/jejuisland297/1899212.html,带着父亲坐邮轮, 20140711,11天, ￥7500,和父母,上海/喜来登/外滩/东方明珠
/travels/shanghai2/2165143.html,12日江苏之旅, 20081101,12天, ￥700,和父母,南京长江大桥/玄武湖/湖南路商场/狮子桥美食街/清真韩复兴板鸭店瑞金路店(瑞金路店)/百年尹氏汤包（狮子桥店）/江南贡院/夫子庙/瞻园/李香君故居/王导谢安纪念馆/乌衣巷/夫子庙秦淮河风光带/永和园酒楼/无锡/肯德基(车站路店)/鼋头渚/中山路购物一条街/苏州/苏州火车站/布丁酒店(苏州十全街店)/十全街/十全街/网师园/沧浪亭/怡园/观前街/克里斯汀，苏州/黄天源糕团(竹辉路店)/耦园/东园/狮子林/苏州民俗博物馆/太平天国忠王府/苏州博物馆/拙政园/苏州园林博物馆/苏州/上海/上海海洋水族馆/国际会议中心/上海大自然野生昆虫馆/东方明珠/上海科技馆/滨江大道/浦东世纪广场/世纪公园/上海世纪大道/金茂大厦/上海环球金融中心/陆家嘴中心绿地/味之都（山姆店）/昆山/昆山火车站/肯德基(昆山火车站店)/昆山长途客运站/周庄客运站/周庄/沈厅/张厅/双桥/富安桥/南湖园全福寺/澄虚道院/迷楼/周庄博物馆/全福塔/周庄客运站/昆山/永和豆浆(蝶湖湾店)/上海火车站/外滩观光隧道/南京东路/外滩/万国建筑群/陈毅塑像/陈毅广场/外滩观光平台/南京路步行街/汉光瓷/永安百货/第一食品商场/上海市第一百货商店(南京东路店)/新世界城/上海杜莎夫人蜡像馆/人民广场/徐家汇天主教堂/上海图书馆徐家汇藏书楼/东方商厦(徐汇)/港汇恒隆广场/禾绿回转寿司（港汇二店）/中共一大会址/新天地/上海大剧院/上海市人民政府/新世界城/人民公园/新世界城/上海城市规划展示馆/人民广场/上海博物馆/上海美术馆/南京西路/吴江路小吃街/小杨生煎/南京路步行街/上海市第一百货商店(南京东路店)/上海火车站
/travels/shanghai2/1367546.html,爱摄影爱美食---上海特色摄影地介绍！, ,, ,,上海/1933老场坊/外滩/莫干山路/滴水湖/共青森林公园/苏州河/田子坊/武康路/上海图书馆/猫的天空之城概念书店/淮海路/人民广场
/travels/shanghai2/2366833.html,多多去小岛之二十 夏天来了，上海奉贤采摘、看海小郊游（上海华凯华美达广场酒店体验报告）, 20150508,3天, ￥500,亲子,奉贤海湾旅游区/上海华凯华美达广场酒店/上海华凯华美达广场酒店/上海华凯华美达广场酒店/阿拉丁西域餐厅/华凯华美达广场酒店自助餐厅/上海华凯华美达广场酒店/上海都市菜园/碧海/奉贤海湾旅游区
/travels/shanghai2/1695944.html,豫园看花灯，漫步小资地, 20140101,4天, ￥100,一个人,考拉花园旅舍(多伦路店)/甜爱咖啡馆/爱情邮筒/甜爱路/山阴路/鲁迅故居/多伦路文化名人街/鸿德堂/永安里/老电影咖啡馆，上海/多伦现代美术馆/武康大楼/武康路旅游咨询中心/开普敦公寓/巴金故居/武康路/豫园/九曲桥/上海城隍庙/田子坊/藏珑泰极 田子坊店 Lapis Thai/泰迪之家 Teddy Bear/GLISMATTEN瑞士火锅屋/便所餐厅
/travels/shanghai2/2692750.html,江南 long stay。苏州－杭州－上海－南京, 20150701,45天, ￥10000,一个人,苏州/金鸡湖/32号猫窝风情酒店/杭州/西湖/上海/外滩/南京/拙政园/雷峰塔/武康路/夫子庙/凯莱酒店/猫的天空之城概念书店/山塘街/外白渡桥/人民广场/浦江游览/豫园/新天地/东方明珠/上海环球金融中心/老码头/淮海路/静安寺/波特曼/玉佛寺/福州路文化街/宜兰贵斯/沐恩堂/瞻园国际青年旅舍/南京长江二桥/八卦洲假日山庄
/travels/taipeicity360/1628249.html,人生第一次写游记～宝岛台湾5天4夜自由行（台北&amp;九份）哈哈～就是流水账～看看图看看字～跟着我～Go～, 20131201,5天, ,和朋友,台北/台北/宜兰/九份/新北市/台北/上海
