name,url,overview,commentlist
上海古猗园,http://www.mafengwo.cn/poi/5180.html,"


 



405张图片 
 




                        古漪园，是南翔古猗园的别名。位于上海市西北郊嘉定区南翔镇。占地10公顷。始建于明嘉靖年间1522—1566年)，原名猗园，取“绿竹漪漪”之意；后由嘉定竹刻家朱三松精心设计、以“十亩之园”的规模营造，又在立柱、椽子、长廊上刻着千姿百态竹景、显得生动典雅；清乾隆11年(1746年)扩建重葺，更名古猗园，因园内绿水涟漪，故又通俗写作：古漪园。
                    


电话
021-59121535;021-59122225;021-59125659



交通
562路（静安寺）、822（海宁路西藏北路口）、游6A线（上海体育场）北嘉（北区汽车站—嘉定）、翔华（华漕）、翔黄（梦幻乐园）虎南（张庙）、罗南（罗店）直达。 11号线南翔站下换乘南翔1路丶3路坐两站可达


门票

门票12人民币



开放时间
6:00-18:30





景点位置上海市嘉定区南翔镇沪宜路218号












"
上海和平公园,http://www.mafengwo.cn/poi/4540.html,"


 



38张图片 
 




           上海和平公园于1958年建成，占地 264 亩，其中水面积为 50 亩，是一座以中国自然山水园林风格为特色的综合性公园，国家AAA级旅游风景区。上海和平公园共分三个景区，即风景游览区、动物观赏区、儿童娱乐区。
        


电话
021-65030518






景点位置上海市虹口区大连路1131号











"
上海欢乐谷,http://www.mafengwo.cn/poi/1578.html,"


 



714张图片 
 




                        上海欢乐谷包含了“阳光港、欢乐时光、飓风湾、金矿镇、蚂蚁王国、上海滩、香格里拉”七个主题区。
你可搭乘雄伟壮观的国内首台木质过山车，在丛林里穿行飞跃，在雨林里分享奇妙，在娱乐中体验冒险的真实，在自然中感受野趣；乘坐特制船只卷入海湾的风暴漩涡中，激流勇进，体验15米浪尖飞驰而下的刺激；或漫步上世纪二三十年代的老上海，青砖灰墙、石框黑门、格子窗户、旧式消火栓、路灯、黄包车、老邮筒，让人迷醉……
除了 50 多项先进的娱乐设备外，欢乐谷内每天还有 20 余场超炫的各类表演，如室内大型马戏表演、室外影视特效表演、大型马战实景史诗表演，花车巡游等。
                    


电话
021-57799123;021-32010356;021-33552222


网址
http://sh.happyvalley.cn/


用时参考
半天或一天



交通
乘松江19、松江33、松重线等路公交车可直达；地铁九号线佘山站下车，过街至欢乐谷接驳站搭乘公园班车


门票

全票价200元，半价票100元，夜场票（17:30-22:00）：80元



开放时间
9:00-17:00（夜场不定期于节假日、寒暑假开放，具体开放时间参见景区公告）；
放映场次说明：1、魔幻剧场：11:00/12:00/13:00/14:00/15:00/16:00/16:30（周六日加二场10:00/17:00）；2、四维影院：10:30/11:30/12:30/13:30/14:30/15:30/16:30（周六日加两场10:00/17:00）





景点位置上海市松江区佘山镇林湖路888号(近林荫大道)












"
上海老外街,http://www.mafengwo.cn/poi/3938367.html,"



3.9分

                            值得一去
                            
 

来自 10 条用户点评


风阵妖狐

去了这么多次上海还是第一次去这个地方，之前都没听说过，只是知道一个新天地...









0/22




"
上海田子坊,http://www.mafengwo.cn/poi/1364.html,"


 



6424张图片 
 




                        --田子坊是由上海最有特色的石库门里弄演变而来，位于上海的浦西，在上海堪称很小资的地点之一。
--名字是画家黄永玉几年前起的雅号，个性、文艺的年轻人初到上海定会奔此地，来感受田子坊与众不同的个性。
--走在田子坊，迂回穿行在迷宫般的弄堂里，一家家特色小店和艺术作坊就这样在不经意间跳入你的视线。从茶馆、露天餐厅、露天咖啡座、画廊、家居摆设到手工艺品，以及众多沪上知名的创意工作室，可谓应有尽有。
-- 虽然如今的田子坊已经商业化，但是建筑风格还是不错的。
                    


电话
021-54671717;021-64672275


网址
http://www.tianzifang.cn/


用时参考
2-3小时



交通
位于上海市泰康路   
公共交通  
1、乘坐地铁9号线到打浦桥站下车，从1号口出来后步行5分钟即到  
2、乘坐公交17路、24路、864路到建国中路瑞金二路站，下车后即到；乘坐公交41路、43路、45路、96路、146路、205路、218路、786、806路、931路、955路、985路、徐川专线到打浦桥站，下车后步行5分钟即到


门票

免费



开放时间
全天开放，小店一般是10:00-21:00或22:00，酒吧会更晚关门





景点位置上海市黄浦区泰康路274-210弄(近瑞金二路)












"
上海闵行体育公园,http://www.mafengwo.cn/poi/23357.html,"


 



156张图片 
 




                        闵行体育公园是上海市首个体育主题公园。公园以自然景观为主，有开阔的草坪、宽广的湖面、河流，四周密林环抱。公园里设有体育场馆区、热带风暴水上乐园、青少年活动中心、湿地生态园、卵石溪流区、翡翠山林区等10个景区，并设有山坡长滑道、迷你高尔夫球场、儿童自行车、游艇和垂钓等体育项目设施。夏天荷花盛开而成的大片花海也是体育公园的亮点之一。到了樱花季还可以前往樱花道赏花野餐。
                    


电话
021-54860606;021-54865928


用时参考
半天



交通
乘坐公交173、753、七宝1路公交车至闵行体育公园下即可


门票

免费



开放时间
5:00-18:00





景点位置上海市闵行区新镇路456号(近农南路)












"
上海科技馆,http://www.mafengwo.cn/poi/5322.html,"


 



798张图片 
 




                        上海科技馆包括天地馆、生命馆、智慧馆、创造馆、未来馆等五个主要展馆和临展馆，设有地壳探秘、生物万象、智慧之光、视听乐园、设计师摇篮、儿童科技园、自然博物等七个展区和立体巨幕、球幕、4D等三个影院。
馆内各展区的内容包罗万象，涉猎的自然常识和科技知识非常丰富，而且有孩子参与、感受、互动的环节，很多知识深入浅出的演示，可以让孩子包括大人理解更深。
                    


电话
021-68543044;021-6862200;021-68626888


网址
http://www.sstm.org.cn/kjg_Web/html/defaultsite/portal/index/index.htm


用时参考
3-4小时



交通
地铁2号线上海科技馆站7号口出去即是，东周线，隧道三线、申崇二线、申崇四线，公交640、794、815、984、638、983、184、975路


门票

成人60元，学生票30元，1.3米以下儿童免票，影院40/30/20元不等



开放时间
9:00-17:15，逢周一闭馆（国定假除外），售票时间9:00-16:30，假日黄金周期间正常开放， 9:00-17:15， 售票时间为8:45-16:30。





景点位置上海浦东新区世纪大道2000号












"
金山嘴渔村,http://www.mafengwo.cn/poi/8092383.html,"


 



48张图片 
 




                        金山嘴渔村是上海市沿海陆地最早的渔村，也是上海最后一个渔村，滨临杭州湾畔，沪杭公路北侧。
                    


电话
021-37216777






景点位置上海市金山区山阳镇沪杭公路金山嘴村












"
上海辰山植物园,http://www.mafengwo.cn/poi/5427320.html,"


 



472张图片 
 




                        上海辰山植物园位于上海市松江区松江新城北侧、佘山山系中的辰山，佘山国家旅游度假区范围内，东起佘山中心河，西至辰塔路，南抵花辰公路，北达沈砖公路（辰山塘以西）、佘天昆公路。东西宽约1600米，南北长约1500米，规划占地面积207.63万平方米。
                    


电话
021-37792288



门票

门票60元人民币，游览车10元人民币（每个大站可以上车一次）



                    *信息更新时间：2017-08-16    
                    感谢蜂蜂                                            zlzyc
                                                                参与了编辑
                                    




景点位置上海市松江区辰花公路3888号












"
新场古镇,http://www.mafengwo.cn/poi/4770.html,"


 



577张图片 
 




                        如果不是著名电影《色戒》、《叶问》在此取景，或许新场古镇还继续隐藏在都市深处。这里的民居多是清末民初建筑，许多是典型的中西合璧风格。
新场大街纵贯古镇，新场的商业氛围不浓，店家大多为镇内居民服务。而街道上来来往往的人群，也多是当地百姓。少有矫揉造作的装饰，原生态的环境让初访的游人很快便融入当地人的生活氛围。
每年四、五月桃花盛开时，还可到位于新场镇西面、沪南公路的新场桃源赏桃花。
                    


电话
021-68173366;021-58170205;021-58170652


用时参考
半天-1天



交通
1、乘车：地铁2号线龙阳路下乘龙平芦专线、龙大专线、沪南线（东昌路渡口-惠南镇汽车站）、塘南专线、塘邵专线、广野线（广粤路-野生动物园）、原野线（原平路-野生动物园）、龙泥果（龙阳路地铁-泥城～果园）线，下车后向后转，在石笋街的路口向东（右）走，几十米就会看到新场古镇了
2、自驾：市区—内环线高架—南浦大桥—龙阳路—沪南公路（经过北蔡镇、周浦镇、下沙镇、航头镇）—新场镇


门票

免费



开放时间
全天





景点位置上海市浦东新区新场镇海泉街128号












"
上海音乐谷,,
炮台湾公园,http://www.mafengwo.cn/poi/5533545.html,"


 



206张图片 
 




                        社顶自然公园以珊瑚礁植物及开阔的视野为主要特色，与垦丁森林游乐区并列为垦丁国家公园两大森林区。
这里生态丰富，光是植物就有超过239种以上，还生存着近百种蝶类，是观赏及研究蝴蝶的理想地区。
园内多处地点都可眺望鹅銮鼻灯塔及巴士海峡、太平洋等优美的海天丽景。
沿途没有设置商店及厕所，前往者必须自备食物。
                    


电话
+886-8-8861821


用时参考
1-2小时



交通
社顶自然公园位于垦丁大街旁，距离恒春县约12公里，点此查看到达垦丁的交通方式 
可自行骑车或开车前往，垦丁大街往恒春方向开约一分钟至垦丁国家公园入口牌楼，进入牌楼后沿着路标一直向前，前行约5公里即到达社顶自然公园停车场。


门票

门票免费 
停车费为大客车100新台币、小型车50新台币、机车20新台币



开放时间
全天开放，但停车场只开放8:00-17:00





景点位置屏东县恒春镇屏鹅公路上(垦丁大街旁)












"
上海汽车博览公园,http://www.mafengwo.cn/poi/3834492.html,"


 



29张图片 
 





景点位置上海市嘉定区博园路7001号












"
东方明珠广播电视塔,http://www.mafengwo.cn/poi/4479.html,"


 



3326张图片 
 




                        --上海的标志性文化景观之一，位于浦东新区陆家嘴，毗邻黄浦江，与外滩隔江相望。
--东方明珠广播电视塔高467.9米，是观赏上海夜景的绝佳好去处。
--最佳观景点在观光层，立于其上，可360度欣赏上海美景；当风和日丽时，举目远望，佘山、崇明岛都隐约可见。
--塔上从上到下一共由大小11个球体串联，塔内还有空中旋转餐厅、发展陈列馆、科幻城等。
--东方明珠旋转餐厅 位于东方明珠塔267米上的球体，浦江两岸美景一览无余。
                    


电话
021-58798888;021-58791888


网址
http://orientalpearltower.com/


用时参考
包括陈列馆在内约2小时



交通
位于浦东新区陆家嘴  
公共交通 
1、地铁2号线陆家嘴站可到达    
2、公交81、82、85、583、774、789、791、795、796、798、870、871、983、993、971、985、993、蔡陆专线、陆家嘴金融城1路、 陆家嘴旅游环线、观光隧道、轮渡等可到达


门票

观光+游船套票：
上球体+陈列馆+浦江游览180元  
A票：太空舱+上球体+下球体（含一项目）+陈列馆180元  
B票：上球体+下球体（含一项目）+陈列馆150元   
C票：上球体+陈列馆120元   
旋转餐厅含B票项目，午餐268元，晚餐298元；中华号明珠号特等舱120元，一等舱100元；城市历史展示馆35元。（现役军人凭有效证件可免费参观东方明珠上球体+陈列馆；70岁以上老人凭有效证件享6折优惠；1.4米以下儿童半票、1米以下儿童免票）



开放时间
8:30-21:30





景点位置上海市浦东新区浦东世纪大道1号(近2号线陆家嘴站)












"
枫泾古镇,http://www.mafengwo.cn/poi/21471.html,"


 



763张图片 
 




                        枫泾镇成市于宋，建镇于元，地跨吴越两界。周围水网遍布，区内河道纵横，素有“三步两座桥，一望十条港”之称，镇区多小圩，形似荷叶；境内林木荫翳，庐舍鳞次，清流急湍，且遍植荷花，清雅秀美。
老街两旁是两层楼房，木格窗露出原木本色，是原汁原味的晚清风貌。
                    


电话
021-57355555


网址
http://www.shfj.cn/


用时参考
半天-1天



交通
1、集散中心万体馆、虹口足球场每天有班车直达景区； 
2、地铁1号线锦江乐园站下，到西南汽车站乘枫梅线（票价12元，耗时50分钟左右）、金枫线、朱枫线、青枫线、松新枫线、松枫专线、莘枫专线、枫戚专线、石枫专线、嘉善-枫泾专线、枫泾1路、枫泾2路、枫泾3路、枫泾6路到枫泾牌楼站下沿枫丽路北行可达；
3、地铁1号线莲花路站附近有莲枫线，车牌上面全程一共6站，实际坐下来很绕圈子，而且中途会停很多车牌上没有的站，票价10元，耗时1个半小时左右
4、公交车：到枫泾牌楼，坐“枫泾一路”或“枫泾—新浜”车（票价2元）在中洪村路口下。
5、自驾：沪杭高速走A8段，枫泾出口收费站下来沿指示牌开2分钟即可到达，车停至古镇入口处的停车场


门票

联票50元（含10个景点门票），70岁以上老人、离休干部、现役军人免票，1.2米以下儿童票价对折。枫泾寻画80元，中国农民画村30元



开放时间
8:00-17:00（5-9月）；8:00-16:30（其他月份）





景点位置上海市金山区枫丽路95号枫泾镇中心(枫丽路新枫路)










内部景点





1

中国农民画村
71人去过









"
上海鲜花港,http://www.mafengwo.cn/poi/21247.html,"


 



259张图片 
 





电话
021-58295858



交通
公交：龙东专线 南三线 三港专线 机场8线


门票

100元



开放时间
8:00-17:00  3月底-10月底开放





景点位置上海浦东新区东海农场振东路2号(近两港大道)












"
上海世纪公园,http://www.mafengwo.cn/poi/4697.html,"


 



506张图片 
 




                        世纪公园是上海环线内最大的生态型城市公园，春天的百花烂漫、夏日的荷风送爽、秋天的菊花傲霜、冬日的梅花凌寒都会吸引一大批人。
世纪公园的“梅花蜡梅展”于每年1月举办，梅园区域种植梅花、蜡梅近5万平方米，梅花、蜡梅古树100余株，在腊梅展期间，园区还会在地上放腊梅盆栽一万多株。当走过梅花栈道时，会有仿佛置身于梅海之中的感受，也很适合热爱摄影的朋友前往。每年的十月底或十一月除实际公园还会举办“上海国际音乐烟花节”，烟花节组委会每年邀请不同国家的一流烟花设计师轮番献技，游客们在公园内湖的一边观看湖上以及湖对面燃放的烟花，壮观又浪漫。
                    


电话
021-83760588


网址
http://www.centurypark.com.cn/


用时参考
3-4小时



交通
世纪公园南北分设地铁2号线杨高南路站和世纪公园站一号门：983、640、794、杨芦专线、杨三专线、杨申专线、东周线、轨道四线；二号门：794、640、申陆线、东周线；三号门：申陆线；三号门：936、方川专线 ；七号门：大桥二线、637、世团专线、 983、方川专线


门票

10元，成人团队9元，学生团队6元；梅花节期间20元



开放时间
7:00-18:00（3月16日-11月15日），7:00-17:00（11月16日-3月15日）





景点位置上海市浦东新区锦绣路1001号(1001号1号门，901号2号门，701号3号门)












"
金茂大厦88层观光厅,http://www.mafengwo.cn/poi/4534.html,"


 



255张图片 
 




                        金茂大厦曾是上海第一高楼，大厦里办公楼、餐厅、酒店一应俱全。88层观光厅内玻璃幕墙视野开阔，凭栏远眺，黄浦江两岸的都市风光以及长江口的壮丽景色尽收眼底，还可以在观光厅内俯视金茂凯悦大酒店的中庭，这个中庭建筑被建筑师称为“时空隧道”。大厦里两台每秒运行9.1米的直达电梯堪称“时光穿梭机”，只需45秒就可直达楼顶。
                    


电话
021-50475101


网址
http://www.jinmao88.com/


用时参考
1小时



交通
地铁2号线6号、3号出口出，公交81，82，85，795，996，971，774，961，583，798，799，870，871、872等陆家嘴下，隧道3、4、5、6线等


门票

120元，儿童50元，学生凭学生证价90元。儿童身高0.8米-1.3米之间享受60元/人；本科以下（含本科）学生90元/人；70周岁以上老人凭身份证100元/人，儿童身高0.8米以下、离休干部、现役军人凭证免票



开放时间
8:30-21:30





景点位置上海市浦东新区世纪大道88号88层












"
闻道园,http://www.mafengwo.cn/poi/8082159.html,"


 



10张图片 
 




                        闻道园文化艺术中心坐落于占地1000余亩的国家4A级旅游景区，由上海闻道园文化投资控股集团投资10亿承建，是上海目前规模最大的私家园林，作为世博园区外重点主题展览点，承担接待世博会中外来宾。闻道园文化艺术中心是以经营古今中外文化艺术品为主的综合性文化艺术品金融投资管理公司。在展览展示，艺术品收藏鉴赏，艺术品交易，鉴定评估，保管拍卖，国际交流与合作，会展策划与管理等诸多领域为客户提供专业、优质的服务。
闻道园园区目前已种植名木古树18000多颗，收藏了奇石、贡石600多方，巴蜀古石刻100余块，明、隋古民居20余幢。园内筹建了“宝山奇石馆”、“巴蜀古石刻馆”、“名人字画馆”、还有盆景园、垂钓区、小球活动中心、高尔夫练习场等休闲设施，园区内还修建了一个既能流露深厚内涵、又有独特建筑风格的“徽派古民居建筑群”，内有明、清时代的雕花老楼，蜿蜒耸立在葫芦形小湖四周，湖光叠影、古韵四溢。其中有气势浩大的宰相府、议事厅、雕刻精致的进士府邸及优雅别致的明、清古民居10余幢，使你不用去安徽，就能感受到徽州文化的璀璨与精华。
闻道园内还有保存完好的明朝万历年间和清朝道光绪年间的古牌坊各一座，婷婷耸立在茂密的香樟树林中，远眺雄伟壮观。不远处还有一座清朝咸丰年间的古桥，“永济桥”跨湖而立，湖面碧波荡漾，湖边垂柳飘扬，远远望去，小桥流水，令人留连忘返，是休闲度假、品茶会友的绝佳选择。
                    


电话
021-66866777



交通
公交线路： 宝山81路、彭罗线、淞罗线、淞嘉线


开放时间
9:00-17:00





景点位置上海市宝山区潘泾路2888号(近石太路)












"
上海自然博物馆,http://www.mafengwo.cn/poi/3876575.html,"


 



793张图片 
 





电话
021-68622000


网址
http://www.snhm.org.cn/


用时参考
半天



交通
地铁：地铁1号线新闸路站，地铁2号线南京西路站（2号口出站），地铁13号线自然博物馆站（1号口出站）。公交：北京西路成都北路（324路），石门二路山海关路（41路，301路，324路，927路），石门二路北京西路（104路），北京西路泰兴路（15路，955路）等。


门票

成人票30元；60-70周岁老人凭证25元；1.3米以上儿童至18周岁以下未成年人、全日制大学本科及以下学历学生凭证12元；70岁以上、1.3米（含）以下或6岁（含）以下儿童、离休干部、现役军人、残疾人、烈士家属凭证免费。



开放时间
周二-周日9:00-17:15（16:30停止售票），周一闭馆（法定节假日除外）


                    *信息更新时间：2016-10-09    
                    感谢蜂蜂                                            kinta747
                                            、清风
                                                                参与了编辑
                                    




景点位置上海市静安区北京西路510号（静安雕塑公园内）












"
黄兴公园,http://www.mafengwo.cn/poi/3820986.html,"


 



23张图片 
 




                        上海黄兴公园以辛亥革命重要领袖之一的黄兴先生的名字命名；东起营口路、西至双阳北路、南临走马塘、北靠国顺东路，占地62.4万平方米。公园与规划建设中的大学城相邻，距内环高架匝道仅200米，交通便利，为杨浦百万居民增添了一片绿色天地 成为游览和休闲的胜地。
                    


电话
021-65333344



交通
公交
乘147、80路在国顺东路黄兴公园站下。
地铁
轨道交通八号线黄兴公园站下。


门票

3元



开放时间
5月1日-9月30日5:00-19:00
10月1日-4月30日6:00-18:30





景点位置杨浦区国顺东路369号












"
上海豫园,http://www.mafengwo.cn/poi/3889729.html,"


 



2900张图片 
 




                        --明朝时期的私人花园，素有“城市山林”之誉，又有“奇秀甲于东南”之说，是江南园林中的一颗明珠。
--被誉为全国四大文化市场之一，有名家手笔的匾额、碑刻，还有九曲桥、湖心亭等标志性的景点。这里可以品茶弈棋，或浏览风光，游人行走在桥上弯来拐去、斗折蛇行、移步换景。
--这里店铺和小吃摊很多，可以边吃边逛。
--豫园属于一个统称，分为需要购票进入的园林部分和外围部分。
                    


电话
021-63282465


网址
http://www.yugarden.com.cn


用时参考
2小时



交通
豫园位于市中心的黄浦区，可乘坐地铁或者公交车  
1、地铁10号线豫园站下车   
2、公交11、26、64、71、145、581、715、730、736、801、926、929、932、969、980、方川线等公交线到豫园站下


门票

1、旺季（4月1日至6月30日，9月1日至11月30日）成人每位40元。
2、淡季（7月1日至8月31日，12月1日至3月31日）成人每位30元。
3、每位成人凭有效票可免费携带一名6周岁以下（含6周岁）或身高1.3米以下（含1.3米）儿童入园（非团体）。
4、60周岁以上老人（含60周岁）凭身份证，全日制大学生本科以下（含本科）、中小学生凭学生证享受半价。
5、离休干部（荣誉证）、现役军人、军队离退休干部、残疾人凭真实有效证件至售票处登记验证后，领取免费门票。



开放时间
早上开放：8:30
下午闭园：16：45（17:15清场）





景点位置上海市黄浦区安仁街132号(城隍庙旅游区内，湖心亭九曲桥北侧入园)












"
金山城市沙滩,http://www.mafengwo.cn/poi/27771.html,"


 



90张图片 
 




                        城市里的人造海滩。夏天这里是收费的海水浴场，可以游泳，也可以玩水上自行车、摩托艇等娱乐项目。到了淡季就不要门票钱了，和家人一起在海边放风筝、堆沙子、玩烧烤。


　　


　　
                    


电话
021-57936507


用时参考
半天



交通
路线一：上海西南汽车站(锦江乐园地铁站旁) 石梅线→石化车站(历时60分钟左右 ，
路线二：上海南站→石化汽车站 上石线(乘到汽车站 历时90分钟左右 票价8元/人)；
路线三：莲花地铁汽车站(莲花地铁站过地道或南方商城)→ 莲石线 车程70分钟
路线四：莲花地铁汽车站(莲花地铁站过地道或南方商城）→莲卫线 车程60分钟


门票

周一~周四：30.00元/张
周五~周日：50.00元/张



开放时间
08:30~17:00





景点位置上海市金山区沪杭公路7741号












"
